names,scores,logfoldchanges,pvals,pvals_adj
Malat1,16.990929,0.3534259,9.585818837250873e-65,3.861527295851048e-61
Adamts9,14.956137,1.6926574,1.4203634640113194e-50,3.0516035569795193e-47
Ctnna2,14.731366,0.56660753,4.054258362139615e-49,8.166036514792086e-46
Tnc,14.631724,1.8937521,1.7626262432226843e-48,3.341420937666908e-45
Son,13.833622,0.37950158,1.5976899665168065e-43,2.3403979341335056e-40
Grin3a,13.281743,1.9226583,2.9543706658086185e-40,3.967104310292265e-37
Lrp4,13.152515,0.99645996,1.6460517122979912e-39,2.1218923412890944e-36
Robo2,12.108214,1.0887346,9.555128215126866e-34,1.0264437232963116e-30
Ptprd,11.673299,0.3494647,1.7452180919797177e-31,1.7043376803100109e-28
Tenm3,11.584068,0.5597442,4.963353480717321e-31,4.443166461752142e-28
Unc5c,11.464153,1.3087596,1.997027309442387e-30,1.6936368184578897e-27
Gfap,11.420034,2.1580782,3.321041400159684e-30,2.744287210331952e-27
Pdzrn3,10.947246,1.1655608,6.849916585837128e-28,5.01709685935848e-25
Csmd1,10.864901,0.42996794,1.694079911540564e-27,1.213224740204839e-24
Id4,10.499254,0.96198505,8.706507757414422e-26,5.969885648897758e-23
Dpp10,10.484401,0.4115226,1.0188994249675135e-25,6.840848285089178e-23
Cadps,10.139429,0.9811615,3.692525420631757e-24,2.163618486012721e-21
Tprkb,9.719826,1.1088198,2.4820490429765867e-22,1.3791205949656284e-19
Pbx1,9.707562,0.3128719,2.799515970065552e-22,1.5291525621576702e-19
Pdgfd,9.692823,2.7802308,3.2346130379954247e-22,1.7373645729246425e-19
Fgf14,9.336334,0.30939272,9.972738354196282e-21,4.944483676010516e-18
Sorbs1,8.704512,0.45523107,3.1894461384463026e-18,1.37048374271612e-15
Adam23,8.291377,0.8384018,1.1194473295272706e-16,4.3465577215271506e-14
Grik2,8.127925,0.47357824,4.367009410097185e-16,1.655713085402376e-13
Kcnip4,8.033399,0.28791022,9.480908645010343e-16,3.461851596225101e-13
Epha5,7.761246,0.73264825,8.409885791502957e-15,2.7940761794099567e-12
Col11a2,7.5914245,0.84911096,3.164071466570884e-14,9.44153066233147e-12
Dlg2,7.5586834,0.26797011,4.07169558381773e-14,1.1821489511684142e-11
Bmpr1b,7.5123096,0.3872951,5.80932139613973e-14,1.6422543915210095e-11
Ptprt,7.470436,0.23334761,7.992941611311573e-14,2.2205907698942937e-11
Acsl3,7.359301,0.3080013,1.8487535596913312e-13,5.0067042830397085e-11
Mapk4,7.3382006,0.33917028,2.1648447494189206e-13,5.8138709782936295e-11
Zeb2,7.2258444,0.3201837,4.979981677143692e-13,1.3047956870675592e-10
Gm14964,7.201555,1.3036314,5.952980660135509e-13,1.547150868824089e-10
Lrrc4c,7.124891,0.18438978,1.0416326251471967e-12,2.6225542664545866e-10
Cspp1,7.1069546,0.44898564,1.1863160063316306e-12,2.9408773796961123e-10
Prune2,6.851189,1.9753,7.323860438182564e-12,1.6621552840937289e-09
Disp3,6.830982,1.3560933,8.433528965380748e-12,1.880188871926667e-09
Kank1,6.830539,0.5163621,8.459595569844127e-12,1.880188871926667e-09
Rbfox1,6.576053,0.29938817,4.831006275550194e-11,9.791750895733087e-09
Arhgef4,6.327403,0.38913965,2.4932129713225547e-10,4.754365350698933e-08
Dmd,6.2335243,0.2173603,4.560568145047609e-10,8.465785506784246e-08
Kcnj3,6.224548,1.2483302,4.829467705594657e-10,8.893671757039944e-08
Phactr1,6.1995125,0.20438553,5.663837137955984e-10,1.0312343471463701e-07
Pacrg,6.1626396,0.6506251,7.154224312357062e-10,1.2738076625101162e-07
Gm35552,6.125939,0.73157865,9.015042527536782e-10,1.5789553018202602e-07
Dgki,6.10533,0.49258018,1.0258844816732878e-09,1.7679774968387726e-07
Meg3,6.08027,0.22090289,1.1998034334981802e-09,2.0567055984758434e-07
Plxdc2,6.069572,0.7548708,1.2825148628873832e-09,2.1868574860461216e-07
Apoe,6.0460944,0.5920379,1.4839936696851167e-09,2.5039091095781287e-07
Fam184b,6.0307894,1.0043017,1.6316084802680964e-09,2.724448004849738e-07
Prkag2,5.9719143,0.90862834,2.3448605498746084e-09,3.835929996995381e-07
Padi2,5.9320245,1.7806604,2.992219368325348e-09,4.845741386081457e-07
Prkca,5.9222445,0.5095801,3.1757645970923746e-09,5.117268283524798e-07
Eya4,5.8542457,1.3863696,4.79179960542629e-09,7.460160670728166e-07
Nrp2,5.850655,2.7895617,4.896406593075602e-09,7.550071544260642e-07
Lrrtm4,5.653257,0.22881225,1.5743584677844848e-08,2.275195082569085e-06
Syt1,5.6164412,0.27006295,1.9493040313488506e-08,2.779655797269e-06
Opcml,5.597513,0.27092755,2.17448483923798e-08,3.0870979257322634e-06
Zfhx4,5.539728,2.058924,3.029415610235979e-08,4.190084844252142e-06
Sema6a,5.438045,0.91048396,5.386835605505878e-08,7.2333979607765804e-06
Zbtb20,5.4319377,0.07877242,5.574534434088739e-08,7.454378473335178e-06
Trim2,5.4100337,0.6412057,6.30128430073455e-08,8.39138384957737e-06
Dtna,5.3686934,0.051353812,7.93091516487756e-08,1.0518090659197907e-05
Igsf11,5.3027763,0.22044855,1.1405460572385595e-07,1.4585864201042484e-05
Stag1,5.2935047,0.25852463,1.1999403652756005e-07,1.5164893392837952e-05
Nrg3,5.2068806,0.1515808,1.920413736383887e-07,2.3712327004767634e-05
Kcnma1,5.1096325,0.19601086,3.227858680003725e-07,3.838531427323987e-05
Negr1,5.102181,0.079137474,3.357614192843615e-07,3.978155610028352e-05
Hdac9,5.070776,0.2608638,3.9619695690961e-07,4.677010743709157e-05
Sned1,5.0180078,0.60909414,5.221000873551017e-07,6.0742669729938136e-05
Gm5089,4.9299903,0.2798254,8.22337003342865e-07,9.233956308965335e-05
9330159F19Rik,4.9288917,0.14912145,8.269734688198025e-07,9.253775687380477e-05
Slc38a1,4.9208584,2.4524179,8.616555855828351e-07,9.608503306774403e-05
Cdh12,4.907201,0.31045148,9.23853618392868e-07,0.00010250535897123748
Tafa5,4.863754,0.4037983,1.1518025425911638e-06,0.00012582759505113707
Tab2,4.825643,0.7118416,1.3955229929398989e-06,0.00015142599156051892
Dner,4.806198,0.5166812,1.5382735198810235e-06,0.00016524646908401913
Utp14b,4.804526,0.3039042,1.551185763469776e-06,0.000166079945512759
Adcy2,4.773285,0.19062488,1.812451236266489e-06,0.0001927718349543239
Igfbp5,4.7696204,1.3577927,1.8457325524861464e-06,0.00019566586502951
Gm973,4.75607,0.25252613,1.9739812787555226e-06,0.00020721659501776618
B3galt1,4.7219844,0.08637128,2.3355474257071072e-06,0.00024201828581435034
Sparcl1,4.6997933,0.11234983,2.6042487045414506e-06,0.00026728383121419534
Mgat5,4.690022,0.2599838,2.731759223623048e-06,0.00027771736435236585
Nfix,4.6275153,0.29592034,3.7007929397350714e-06,0.00036603319089250556
Nrxn2,4.591216,0.20093766,4.40670798696534e-06,0.00043297249480467076
Lgi4,4.587896,0.8155107,4.477354570536385e-06,0.0004385766132057024
Dnaaf9,4.5551467,0.08620876,5.234905031006927e-06,0.0005066224757785592
Aqp4,4.509101,0.8907857,6.510301003073571e-06,0.0006207321610238223
Kcnh7,4.4994273,0.384543,6.813671051471929e-06,0.0006458358146346643
Slc20a1,4.483639,0.52436996,7.338079240660527e-06,0.000691474502013938
Myoc,4.477335,6.46462,7.558061494109452e-06,0.0007101272529757007
Tnr,4.471441,0.9004614,7.7694338258093e-06,0.000724629319699943
Grk3,4.4711537,0.17800196,7.779866094150255e-06,0.000724629319699943
Atoh8,4.4125986,3.0218136,1.0213731247037018e-05,0.0009298246240063898
Me3,4.4025564,0.81656873,1.0698276107980861e-05,0.0009657516642350118
Tenm2,4.3916535,0.18213126,1.1249182416933001e-05,0.001004231029779778
Kif21a,4.334926,0.42965958,1.4580905005816797e-05,0.0012873940428012546
9430041J12Rik,4.3241463,0.29119164,1.531236442241812e-05,0.0013446091777691246
Rgma,4.298111,0.28336054,1.7226010801411178e-05,0.0014923189518738656
2610035D17Rik,4.248548,0.49113998,2.1516053883453494e-05,0.0018441432672927016
Cdk19,4.2403994,0.38570032,2.2312222735585952e-05,0.0019002271893117856
Pde4d,4.2247586,0.16283996,2.391970813897073e-05,0.002007449047381796
Hs6st3,4.2010674,0.39502653,2.6565938203200727e-05,0.0022122493293916016
Plscr4,4.1036553,0.8956222,4.066731627793076e-05,0.003212219611982536
Kcnk2,4.080702,0.548883,4.489987926693851e-05,0.0035206530635903347
Strbp,4.044239,0.17711154,5.2493325533115675e-05,0.004056840292459758
Dcc,3.976699,0.22044615,6.987851162128818e-05,0.0052008655751022035
Plcd4,3.891452,0.115912594,9.964604214604796e-05,0.0072163887645858155
Meis2,3.829101,0.08920506,0.00012861213126646876,0.008932722315354502
Ankrd12,3.8007293,0.18742669,0.00014427086739860317,0.009892377114159115
Ttc3,3.725508,0.21368009,0.00019492224073713662,0.013086998025491046
Pabpn1,3.6718137,0.06316058,0.00024083519774272254,0.01590449983125967
Alcam,3.6655672,0.18298279,0.00024679104037896705,0.016241177860503796
Dab1,3.6035113,0.08710167,0.0003139471105195725,0.01987735467723824
Acss1,3.5999207,0.11114698,0.0003183142005442411,0.020026359019576136
Nbea,3.5703683,0.22658849,0.00035647955873995923,0.02196609319218483
Pkp4,3.554506,0.6920682,0.0003786898659212224,0.02311370891864249
9530026P05Rik,3.5264375,0.8693478,0.00042119071517899887,0.025305901090861577
Bmpr1a,3.5140836,0.34959707,0.000441273887466723,0.026286383680942847
Baz2b,3.4806128,0.09487435,0.0005002681326039824,0.02922286995290497
Ivd,3.46257,0.12744206,0.0005350429837786677,0.03084585015784459
Mgll,3.4506178,0.13553649,0.0005593051049896414,0.03207246551334728
Garnl3,3.449675,0.58560723,0.0005612617437957063,0.03212749949787607
Frmpd4,3.441912,0.35988575,0.0005776183315456299,0.03278364794924572
Gja1,3.4403543,0.3156329,0.000580953013174698,0.03290399429803338
Cntn4,3.4323125,0.38697562,0.000598457522212118,0.03371764085372365
Gm5089-1,3.4219918,0.47162673,0.0006216420596456688,0.03490184434878217
Nnat,3.4174585,0.87085944,0.0006320874209134132,0.03536507172530654
Nlgn1,3.3795035,0.038774904,0.0007261687278959167,0.0400723280717495
Prkg1,3.3732405,0.43296728,0.000742890161064847,0.04092499353955013
Lingo2,3.3674777,0.15584514,0.0007585917453271575,0.04164759144234805
Arl3,3.3628297,0.38018876,0.000771479656726272,0.0421397879615552
Ccser1,3.361518,0.3419914,0.0007751530611625894,0.04226879475818404
Btbd3,3.3556404,0.9067208,0.0007918147888162187,0.043104417566182905
Slc35f3,3.3378434,0.6528487,0.0008443134708156913,0.04527402699497052
C4b,3.3257763,1.8470434,0.0008817261894718822,0.04689421943274082
Gm4876,3.3147917,0.64989305,0.0009171145471639104,0.04845221395319892
Eepd1,3.2946174,0.92268014,0.0009855578731883515,0.05156099607019643
Enox1,3.252916,0.36650687,0.001142272084506926,0.05861783832389284
Slc7a11,3.248096,0.23107705,0.0011618009203918083,0.05933654241119938
Anks1b,3.2347503,0.17745446,0.001217491830818646,0.06198437477376384
Miat,3.213289,1.1267995,0.0013122422043386581,0.06597446102842736
Emid1,3.1926882,1.5242121,0.0014095499777407538,0.07042723586457561
Sncaip,3.1812117,1.0621271,0.0014666042675714757,0.07282628001698913
Adcy8,3.1689482,0.90787655,0.0015299173278402953,0.07550481734197427
Glud1,3.1633656,0.092694774,0.001559564012786982,0.07661595951232632
Nme7,3.1579714,0.5125967,0.0015887110673609632,0.07769255169626973
Asap3,3.1200576,1.1355462,0.001808157122466048,0.08658466506049528
A330093E20Rik,3.1169014,1.0844771,0.0018276264521606908,0.08725765581301123
Gm31614,3.012177,0.9752527,0.0025938125119559824,0.11593730349903668
Ncan,2.9975853,0.33705473,0.0027212766451214783,0.12096356198942051
Nkain2,2.9457684,0.15305494,0.003221536489150892,0.1395436242417551
Pax6,2.9217,0.4273272,0.0034812656735041087,0.14840046145504884
Ppp2r3a,2.8658745,0.21218266,0.004158591816343305,0.17203971561655415
Ldb2,2.846979,0.7494717,0.0044136282544695905,0.18096437373637594
Angpt1,2.8436098,0.98252726,0.0044605648337610534,0.1824246483472303
Crebrf,2.8417242,0.26672393,0.004487027983334398,0.18327433563867887
Pantr1,2.8361335,0.25916415,0.004566335339337316,0.18508238492825513
Tafa1,2.8357728,0.45278603,0.004571495280444692,0.18508238492825513
Tenm4,2.8331168,0.34051058,0.0046096541253388655,0.18639312860388407
Ube2e2,2.8306494,0.15916237,0.004645362380536088,0.1874340594990141
Ralyl,2.8227713,0.22390138,0.004761050438143678,0.19060170493174694
Slc25a21,2.819886,0.597309,0.004804073513972958,0.19205827273181886
Rps6ka5,2.8191152,0.3958114,0.004815621994665563,0.19207060646297908
Cntn5,2.815205,0.31183487,0.004874612464828588,0.19394337765929742
Tmem132b,2.7931042,0.5821812,0.005220485980747481,0.20621378683643704
Grm7,2.7724874,0.17738815,0.005562968961195338,0.2180995142487131
Arglu1,2.771397,0.06267172,0.005581632436791474,0.21856533236996215
Prrc2c,2.748083,0.096347414,0.005994482616282871,0.23047415388425652
Akap8l,2.7203014,0.12920977,0.006522244704710628,0.24641545146390317
Agbl4,2.707759,0.33127472,0.006773918924992415,0.2526656078654289
Fam184a,2.704357,0.16404222,0.006843671702284204,0.2549722635254486
Acaca,2.684068,0.11774628,0.0072732324827258195,0.2685589271375521
Mmp16,2.6525154,0.34836292,0.00798944933015217,0.28995043194010583
Tcf7l1,2.6475067,0.28900203,0.00810877718477984,0.2919793992557541
Prickle2,2.6185117,0.20609394,0.008831426478514552,0.3131818461186197
Rmst,2.6176755,0.11253869,0.008853094045802047,0.3131818461186197
Rims1,2.6172738,0.26076815,0.008863519852000259,0.3132068577526451
Arhgef26,2.6014853,0.078065634,0.009282105167916787,0.3247930545564107
Tshr,2.5793846,1.8236201,0.009897654355547097,0.3426119300926061
Id3,2.5771055,1.9072589,0.00996315101870981,0.34340370896252514
Pygb,2.5656862,0.1420142,0.010297189943341717,0.35252958785566063
Nol4,2.5638747,0.07235475,0.010351091784103253,0.3537482873025403
Dock11,2.5455203,0.543202,0.01091150440682446,0.36976346216480743
Man1a,2.5448399,0.9188846,0.010932787663651678,0.3700955336517885
Cttnbp2,2.4963264,0.18773666,0.012548707670212149,0.41266041029380296
Kcna2,2.4897928,0.39593676,0.012781754961652072,0.41904131958205626
Sntb1,2.4888337,0.90972114,0.012816286888951027,0.41974642029494386
Pnisr,2.4879403,0.0053085275,0.012848531913085928,0.4203752669675332
Adamts16,2.4799967,1.1542616,0.01313835743382422,0.42682444054420676
Thsd7a,2.464159,0.93717355,0.01373351760434893,0.4421479239114415
Ralgps2,2.4416566,0.4287932,0.014620047240191638,0.46543068544419924
Ppm1e,2.4370577,0.22424178,0.014807315904110175,0.4699680510773306
Tulp4,2.4321227,0.25014713,0.01501061907054227,0.47566098405739005
Hs3st3a1,2.4180064,1.79806,0.015605798942271855,0.4925838222454408
Dennd1a,2.3756003,0.01542701,0.017520431420244592,0.5382563807247116
Ldlrad3,2.3745182,0.35279012,0.017571870574267755,0.539322545711359
Ctnnal1,2.3719113,0.6235367,0.017696336150621068,0.5421100999297197
Them4,2.3472283,0.5999393,0.018913658800666044,0.5685918676950229
Ugp2,2.3452528,0.20913558,0.019014185761986317,0.5705495014446303
Med12l,2.34431,0.30684143,0.019062319488193445,0.5714579485897301
Foxp2,2.342154,0.79551506,0.019172799806187326,0.571971602170984
Prr16,2.3372765,0.48396835,0.019424813331060782,0.5773793738324743
Naaladl2,2.3265212,0.19582027,0.01999076230023228,0.5894257059923016
Ggta1,2.317676,2.8684993,0.02046693660613758,0.6007176375282293
Fgf13,2.3108637,0.1791703,0.020840379951841473,0.6096304063931729
Capn2,2.3101015,0.27389315,0.02088254051814654,0.6101374735070794
Gria3,2.2877793,0.36010706,0.02215037513291583,0.6402153716667969
Phyhipl,2.2801557,0.29464978,0.022598464103319442,0.6514138664201035
Gm10561,2.279385,0.55638516,0.02264419020537659,0.6521486306958636
Rnf20,2.2655556,0.27028567,0.023478604702417666,0.6743716521789788
Nalf1,2.2609076,0.19235973,0.02376498052781276,0.6795687910113769
Cntln,2.2584155,0.51081204,0.023919766643519073,0.6823683730590765
Scg5,2.24948,0.56458485,0.024481966174479616,0.6924710217596248
Gpm6a,2.2477095,0.04626769,0.024594723770743922,0.6946662252057532
Rgs20,2.244086,0.03329616,0.024826862312345956,0.6993839962762003
Kmt2a,2.2423317,0.13249521,0.02493993535223114,0.7013431907472539
Ctnnbip1,2.2282484,0.48013058,0.025863960179978843,0.7197908849051625
Cmya5,2.2162635,0.6704435,0.026673466253067074,0.7347058093483697
App,2.2156978,0.39782313,0.02671220623451859,0.7351445519383695
Smad6,2.2097955,1.2704886,0.027119357038462216,0.7431764619715322
Mir670hg,2.2045,0.3635919,0.027489209516185144,0.7501225699221835
Celf2,2.2030816,-0.009347157,0.027588992302759702,0.7511265896836967
Grin2a,2.1819482,0.2794701,0.02911335202047338,0.7847880898441115
Enpp2,2.1786857,0.8578683,0.029355031737354046,0.7870421029947661
Gm4117,2.1781774,0.6792697,0.029392835295152974,0.7874005844196965
Man1c1,2.1681025,1.0689944,0.030150888773304324,0.803035283055602
Bmper,2.1491416,0.70259386,0.03162318972994558,0.8288597039727258
Gucy1a2,2.1408536,0.3851114,0.0322858410458613,0.8388981924377633
Adhfe1,2.12245,0.33742142,0.03379996402822683,0.871417152590133
Dapk1,2.1124735,0.28798565,0.034645852029526046,0.8844080249441194
Igdcc4,2.0970128,0.1326877,0.03599243601364691,0.906193933915468
Zfhx3,2.0924387,0.39231792,0.03639929823602441,0.9128717387177888
Noct,2.0796094,0.5525105,0.037561378157158445,0.9325813049851658
Palld,2.076937,0.15815304,0.03780738008845948,0.9330137723248861
Ncald,2.0533197,0.3672411,0.04004158754482583,0.9709708365741926
A630089N07Rik,2.0512292,0.3762586,0.04024462685133003,0.9751605936374533
Gm5577,2.0350635,1.1930951,0.0418444768077163,1.0
Ryr2,2.0243165,0.4000112,0.0429375957637782,1.0
Ddr1,2.0197914,0.7058434,0.04340502604168645,1.0
Zmynd11,2.009192,0.20177518,0.04451678309951244,1.0
Slc2a13,2.0023797,0.44474635,0.045243907736154165,1.0
Itsn1,1.9854763,0.08625213,0.0470915087489257,1.0
Nebl,1.977623,0.020032952,0.047971257649696133,1.0
Dscaml1,1.9762785,0.4922607,0.04812323783647073,1.0
4933400C23Rik,1.9744997,4.432447,0.04832495515918797,1.0
Nav1,1.969786,0.5055491,0.04886289656603152,1.0
Gm36037,1.9613179,0.5709525,0.04984194819698535,1.0
Dkk3,1.9363316,0.43986195,0.05282709843782531,1.0
Rgs17,1.9278061,0.6304822,0.05387924728208603,1.0
Aspg,1.9242976,1.8875649,0.05431729919406269,1.0
Ppp2r2b,1.9168459,-0.0052802335,0.05525750998086915,1.0
Col4a5,1.915108,0.60746735,0.055478729032183434,1.0
1190005I06Rik,1.904943,0.4861082,0.05678748195362184,1.0
Add3,1.9020164,0.0034354867,0.057169004462377736,1.0
9630001P10Rik,1.8937696,1.5750932,0.058255590906803614,1.0
Mapt,1.8935319,0.030247971,0.05828716666969379,1.0
Zfp609,1.8848916,0.13254997,0.05944446759307654,1.0
Atp2b1,1.878891,0.11898472,0.06025937744493379,1.0
Syt17,1.8786861,1.0643477,0.06028737181174062,1.0
Fgfr1,1.8784401,0.111788265,0.06032097928231745,1.0
Etl4,1.8783909,0.20246036,0.06032770263974077,1.0
Klhl29,1.8730707,0.57236356,0.06105862209635794,1.0
Frem2,1.8636516,0.34866688,0.062370638388429794,1.0
Pcsk2,1.8581674,0.3028253,0.06314523749054453,1.0
Tnfrsf19,1.8574871,0.0956064,0.06324189078063866,1.0
Snhg14,1.857028,0.17608552,0.06330717168784658,1.0
Cd63,1.8515438,0.34874824,0.06409136038882927,1.0
Cacna1c,1.8431659,0.3770204,0.06530480037261122,1.0
Slc24a3,1.8423706,0.32194662,0.0654209482595671,1.0
Kctd16,1.8406574,0.23295942,0.06567178398503441,1.0
Mir99ahg,1.8363947,0.009924189,0.06629931452760444,1.0
Tfcp2l1,1.8346813,1.1968938,0.06655292141288009,1.0
Phyhd1,1.8234506,0.93829614,0.06823517206613035,1.0
Col23a1,1.8217618,0.5794154,0.0684911216088614,1.0
Arhgap23,1.8191386,0.14137098,0.068890277761897,1.0
Prkce,1.8191141,0.08313004,0.06889402887480894,1.0
Snap25,1.8147202,0.37106046,0.06956692620908897,1.0
Ntsr2,1.809318,0.019283859,0.07040162460497566,1.0
Ass1,1.80899,1.3524512,0.07045255251248339,1.0
Cxxc5,1.8004482,0.9138496,0.07178990778359617,1.0
P3h2,1.7987185,1.7746027,0.0720632321047942,1.0
Dlgap1,1.7964969,-0.037475176,0.07241552865501316,1.0
Il1rapl1,1.7961771,0.026009815,0.07246634402937399,1.0
Slc7a2,1.7951524,0.3782424,0.07262941058121289,1.0
Farp1,1.7927014,-0.0006004937,0.07302068449706318,1.0
Tmem108,1.762026,0.58356243,0.07806491299329338,1.0
Cacna2d3,1.7436798,0.3282429,0.08121495504728134,1.0
Celsr1,1.7431632,0.6139608,0.08130510064910242,1.0
Dnah7b,1.7367282,0.403078,0.08243516781038318,1.0
Ablim2,1.7359494,0.9745288,0.08257278714881561,1.0
Akap7,1.7253662,0.29726633,0.0844614872904624,1.0
Cdh18,1.7219807,0.3240305,0.08507302345465771,1.0
Cdh6,1.7174884,0.75054634,0.0858899786038565,1.0
St6galnac3,1.7080611,0.48740593,0.0876250023455964,1.0
Eda,1.7044296,0.17924106,0.08830086161741549,1.0
Gm36988,1.6783038,0.2384784,0.09328780389581726,1.0
Cntnap5a,1.6746231,0.38292956,0.09400820612687613,1.0
Myo3b,1.6719917,1.2313021,0.09452596700563339,1.0
Bcl11a,1.6708686,0.5448289,0.09474763757234325,1.0
Pard3b,1.6602281,0.013046337,0.09686857463589554,1.0
Zmat1,1.6579655,0.38476467,0.09732441868494839,1.0
Herc2,1.6486285,0.17915627,0.09922376942989793,1.0
Frmd5,1.6417917,0.2781979,0.1006331833952291,1.0
Col4a6,1.6347827,1.6300205,0.10209460228247863,1.0
Kcnab1,1.6296428,0.658928,0.10317700625132009,1.0
Gm29266,1.6284132,1.9893738,0.10343730237480353,1.0
Plp1,1.6239537,0.44801825,0.10438569157540681,1.0
1110051M20Rik,1.6232569,0.075299375,0.10453449927464828,1.0
Cep112,1.6132149,0.40887147,0.10669784212309302,1.0
Bicd1,1.6122557,0.10062068,0.10690630628048439,1.0
Apba1,1.6109769,0.20401198,0.10718476037668417,1.0
Cbs,1.6107638,0.13379644,0.10723122520305133,1.0
Thra,1.60928,0.1824596,0.10755513420779124,1.0
Alk,1.6048615,0.5865795,0.10852429385163037,1.0
Gm4221,1.5957867,0.48041657,0.11053641819686308,1.0
Khdrbs2,1.5947456,0.43400228,0.11076912998373097,1.0
4930581F22Rik,1.593516,0.3327707,0.11104448453006248,1.0
Knop1,1.586548,0.33757916,0.11261504717006486,1.0
Ncor1,1.5551594,-0.01930965,0.11990811203933198,1.0
Erc2,1.5550201,0.17688973,0.11994129750455643,1.0
Clip2,1.5535281,0.444311,0.12029702805134594,1.0
Sema6d,1.552028,-0.0022368263,0.12065554545068735,1.0
Upp2,1.5509787,0.2198024,0.1209068083484159,1.0
Bcl2l1,1.5440762,0.24643086,0.12256986554036153,1.0
Colgalt2,1.5440271,0.3152834,0.12258178011472054,1.0
Gm47728,1.5329685,0.7328994,0.12528362143334923,1.0
Slc16a2,1.5322963,0.51253766,0.12544933966106017,1.0
Tmem150c,1.5296239,0.9707779,0.12610986076274738,1.0
Ptprn2,1.5253775,0.2242048,0.12716496805253827,1.0
Slc24a2,1.5176964,0.22873215,0.12909096665881134,1.0
Ophn1,1.507474,0.1331951,0.1316892215685156,1.0
Ntng1,1.5057279,0.68989825,0.1321370543324658,1.0
Kctd6,1.5029652,0.73198974,0.13284800619563503,1.0
Chd5,1.5023587,0.9203787,0.13300451610395628,1.0
Gm2115,1.4923002,0.4225172,0.13562047415644007,1.0
Sbno1,1.4867914,0.06463715,0.13706992094547435,1.0
Arid5b,1.4856929,0.36292186,0.13736037130291245,1.0
Chd2,1.48325,0.06671415,0.13800799945715359,1.0
Asap1,1.4688796,0.16320503,0.14186544714864263,1.0
Slc6a6,1.4565012,0.90075773,0.14525411186308784,1.0
Srrm1,1.4548289,0.021663519,0.14571663213324135,1.0
Slc9a9,1.4494349,0.07929903,0.14721617172565787,1.0
Shisal1,1.4438769,0.8475154,0.14877360234212045,1.0
Daam1,1.4426554,0.026998714,0.14911754961828158,1.0
Cobll1,1.4404258,1.5233047,0.14974699135870534,1.0
Gm10530,1.4368516,0.961219,0.15076017512357345,1.0
Vit,1.4350972,1.0482922,0.15125937947603355,1.0
Rbfox3,1.4322281,0.40398708,0.15207854798015616,1.0
Asap2,1.431269,0.15417552,0.15235313621978602,1.0
Zbtb7c,1.4250716,0.33148065,0.15413650332542614,1.0
Ehbp1,1.423178,0.020897863,0.15468457321711926,1.0
Pld2,1.4215713,0.14886749,0.15515076200623612,1.0
Itga1,1.4213006,0.88464844,0.15522935779430863,1.0
Gm35040,1.4182103,0.86844015,0.15612940162423775,1.0
Pdgfrb,1.4142835,0.2816238,0.15727866247605013,1.0
Otud7a,1.4118899,0.17418131,0.15798239452456275,1.0
Scara3,1.4026265,0.2193112,0.16072822605437653,1.0
Pank1,1.4019134,0.2382423,0.16094111662047272,1.0
Hecw1,1.3982573,0.36178437,0.16203583312226844,1.0
Trim12a,1.3978637,0.94606346,0.16215398431409722,1.0
Ahnak,1.39638,1.8204805,0.16260009763727568,1.0
Ccdc148,1.3940682,0.62198985,0.16329699124206598,1.0
Sik3,1.3782059,-0.012013545,0.16813972618973738,1.0
Gpatch8,1.3777468,0.014332855,0.16828146598053384,1.0
Scaper,1.3777386,0.0153151415,0.1682839978631181,1.0
Stxbp5l,1.3751892,0.34451628,0.16907280145822734,1.0
Arpp21,1.3718117,0.12579429,0.17012204279577015,1.0
Tox3,1.3690655,0.4192547,0.1709787792818681,1.0
Serpinf1,1.3689508,6.1925225,0.17101465340653543,1.0
Rgcc,1.367795,0.24971724,0.1713762714158774,1.0
Gm12394,1.3643355,0.17466807,0.17246198124096423,1.0
Rnf180,1.3607204,0.18111268,0.17360206241629883,1.0
Ppfibp2,1.35813,0.25874802,0.174422448188299,1.0
Sulf2,1.3558346,1.5066477,0.17515178814604337,1.0
U2surp,1.3551706,0.083277024,0.175363199573477,1.0
Fgd2,1.3475796,3.5931203,0.17779361988018072,1.0
Pcsk6,1.3464156,0.24600641,0.17816852630609803,1.0
D630033O11Rik,1.3410708,1.6771901,0.1798974827963704,1.0
Lrrtm3,1.3378245,0.42516083,0.18095365364851457,1.0
Ptk7,1.3346193,0.752987,0.18200099910955136,1.0
Aldh1l1,1.3310533,0.11914814,0.1831714810429581,1.0
Rimklb,1.3282415,0.32609057,0.18409833894358663,1.0
Hs3st4,1.323536,0.4009607,0.18565716799640875,1.0
Map7,1.3180765,0.3637967,0.18747805066353318,1.0
Slc8a1,1.3178961,0.259437,0.18753842409727484,1.0
Gm12296,1.313289,2.1450381,0.1890855607968147,1.0
Plekha5,1.3105428,0.22636078,0.19001225131430277,1.0
Gcnt4,1.3000336,0.33343184,0.19358947359427747,1.0
Rbms3,1.2971398,0.13829948,0.19458309403885632,1.0
Rfx2,1.2936968,0.67860657,0.19577017360810256,1.0
Cpd,1.2925164,0.41495985,0.19617839175156238,1.0
Thbs4,1.2887536,0.92920256,0.197483748849011,1.0
Gabrb3,1.2840072,0.25371277,0.19913942778834126,1.0
Dlg1,1.2835809,0.094956435,0.19928861929321706,1.0
Ksr1,1.2824087,0.21770135,0.1996993170118927,1.0
